show_id,rottentomatoes_audience_score,rottentomatoes_audience_#reviews,rottentomatoes_tomatometer_score,rottentomatoes_critics_#reviews
"('s3078', 1)",94,89,100,5
"('s3084', 1)",90,21,0,1
"('s3088', 1)",86,1491,91,53
"('s3088', 2)",81,536,100,14
"('s3088', 3)",73,336,100,10
"('s3088', 4)",61,256,92,12
"('s3088', 5)",46,122,71,7
"('s3089', 1)",0,0,0,0
"('s3099', 1)",79,16,0,0
"('s3103', 1)",87,93,0,0
"('s3103', 2)",86,21,0,1
"('s3103', 3)",79,14,0,1
"('s3103', 4)",0,3,0,0
"('s3114', 1)",0,3,0,3
"('s3119', 1)",0,0,0,0
"('s3123', 1)",87,1356,100,53
"('s3123', 2)",92,381,100,12
"('s3123', 3)",88,222,100,14
"('s3123', 4)",88,238,100,20
"('s3123', 5)",72,222,100,22
"('s3126', 1)",59,54,72,18
"('s3127', 1)",0,0,0,0
"('s3144', 1)",64,218,81,43
"('s3150', 1)",0,0,0,1
"('s3153', 1)",83,24,48,27
"('s3153', 2)",85,13,60,10
"('s3181', 1)",0,3,0,0
"('s3185', 1)",57,14,83,6
"('s3213', 1)",67,6,0,1
"('s3213', 2)",0,3,0,0
"('s3213', 3)",0,3,0,0
"('s3213', 4)",0,3,0,0
"('s3213', 5)",0,3,0,0
"('s3213', 6)",0,2,0,0
"('s3224', 1)",0,0,0,0
"('s3239', 1)",98,436,93,27
"('s3247', 1)",83,100,75,12
"('s3280', 1)",100,5,0,2
"('s3290', 1)",67,24,0,1
"('s3290', 2)",75,16,0,0
"('s3303', 1)",0,0,100,7
"('s3339', 1)",93,27,0,0
"('s3339', 2)",100,13,0,0
"('s3380', 1)",94,17,100,8
"('s3387', 1)",84,177,77,13
"('s3389', 1)",83,6,0,4
"('s3396', 1)",91,98,100,12
"('s3396', 2)",100,49,0,3
"('s3396', 3)",86,28,0,1
"('s3396', 4)",85,20,0,1
"('s3402', 1)",98,60,81,16
"('s3402', 2)",98,46,83,6
"('s3402', 3)",96,94,100,5
"('s3408', 1)",96,120,100,9
"('s3408', 2)",92,36,100,9
"('s3408', 3)",83,24,100,6
"('s3413', 1)",66,110,50,18
"('s3417', 1)",0,4,100,7
"('s3422', 1)",69,432,55,20
"('s3422', 2)",89,92,0,4
"('s3423', 1)",86,30,0,1
"('s3423', 2)",95,19,0,0
"('s3439', 1)",73,15,0,1
"('s3439', 2)",0,3,0,0
"('s3464', 1)",0,1,0,0
"('s3474', 1)",46,14,0,0
"('s3474', 2)",0,0,0,0
"('s3484', 1)",61,124,24,17
"('s3489', 1)",85,1529,100,5
"('s3489', 2)",88,209,100,5
"('s3489', 3)",78,538,100,12
"('s3489', 4)",70,182,75,8
"('s3499', 1)",76,70,0,3
"('s3504', 1)",100,11,0,0
"('s3504', 2)",57,7,0,0
"('s3516', 1)",79,226,95,37
"('s3516', 2)",77,27,100,16
"('s3532', 1)",76,22,0,4
"('s3535', 1)",0,3,0,0
"('s3535', 2)",0,1,0,0
"('s3539', 1)",95,73,92,13
"('s3539', 2)",88,39,100,8
"('s3539', 3)",78,41,80,5
"('s3539', 4)",56,9,100,5
"('s3539', 5)",78,9,100,6
"('s3542', 1)",0,1,0,0
"('s3542', 2)",0,2,0,0
"('s3545', 1)",98,75,94,16
"('s3545', 2)",86,82,100,6
"('s3545', 3)",91,62,100,7
"('s3545', 4)",0,2,0,1
"('s3557', 1)",90,170,86,14
"('s3557', 2)",92,51,0,2
"('s3557', 3)",100,31,0,1
"('s3569', 1)",87,339,82,11
"('s3569', 2)",81,98,0,3
"('s3573', 1)",0,0,20,5
"('s3574', 1)",0,0,0,1
"('s3593', 1)",100,13,0,0
"('s3593', 2)",0,0,0,0
"('s3593', 3)",100,10,0,0
"('s3593', 4)",86,7,0,1
"('s3593', 5)",75,8,0,1
"('s3593', 6)",80,5,0,2
"('s3593', 7)",71,7,0,1
"('s3593', 8)",0,0,0,0
"('s3593', 9)",0,0,0,1
"('s3593', 10)",0,0,0,0
"('s3597', 1)",45,33,80,10
"('s3599', 1)",99,222,100,15
"('s3613', 1)",80,10,0,0
"('s3614', 1)",0,3,0,0
"('s3614', 2)",0,2,0,0
"('s3614', 3)",0,2,0,0
"('s3622', 1)",80,5,55,20
"('s3632', 1)",82,191,37,19
"('s3644', 1)",91,241,60,15
"('s3644', 2)",87,145,71,7
"('s3644', 3)",87,223,0,1
"('s3677', 1)",0,2,0,0
"('s3677', 2)",0,1,0,0
"('s3677', 3)",70,10,0,1
"('s3685', 1)",86,21,100,5
"('s3686', 1)",83,496,81,75
"('s3688', 1)",60,10,0,1
"('s3688', 2)",0,0,0,0
"('s3693', 1)",46,19,60,15
"('s3700', 1)",76,17,0,1
"('s3700', 2)",87,32,100,11
"('s3700', 3)",0,0,100,5
"('s3700', 4)",0,0,0,4
"('s3700', 5)",0,0,0,1
"('s3712', 1)",79,221,86,29
"('s3715', 1)",93,202,86,28
"('s3715', 2)",91,139,80,5
"('s3715', 3)",96,260,0,4
"('s3715', 4)",97,264,100,7
"('s3715', 5)",91,121,0,3
"('s3715', 6)",86,109,0,2
"('s3727', 1)",0,0,100,6
"('s3731', 1)",93,70,69,13
"('s3731', 2)",92,41,80,5
"('s3731', 3)",76,39,80,5
"('s3731', 4)",57,84,33,6
"('s3731', 5)",83,45,0,4
"('s3734', 1)",74,2300,68,75
"('s3734', 2)",85,833,83,12
"('s3735', 1)",0,4,0,2
"('s3740', 1)",86,898,87,46
"('s3740', 2)",85,249,96,27
"('s3740', 3)",88,168,100,11
"('s3745', 1)",81,59,0,2
"('s3773', 1)",92,24,100,11
"('s3790', 1)",93,132,95,19
"('s3792', 1)",86,14,0,1
"('s3808', 1)",80,2477,49,43
"('s3808', 2)",77,1427,100,9
"('s3808', 3)",75,1489,100,7
"('s3808', 4)",82,926,100,8
"('s3808', 5)",74,544,81,21
"('s3818', 1)",0,0,0,3
"('s3821', 1)",88,118,10,10
"('s3822', 1)",0,0,0,0
"('s3823', 1)",78,608,97,38
"('s3839', 1)",94,842,,
"('s3839', 2)",97,543,100,27
"('s3839', 3)",97,473,97,29
"('s3839', 4)",98,471,95,37
"('s3839', 5)",97,454,97,38
"('s3839', 6)",95,533,98,44
"('s3839', 7)",95,755,90,61
"('s3845', 1)",83,376,,
"('s3845', 2)",91,112,0,4
"('s3845', 3)",88,64,0,4
"('s3845', 4)",75,70,0,3
"('s3845', 5)",72,45,0,3
"('s3845', 6)",60,15,0,3
"('s3848', 1)",45,34,0,4
"('s3855', 1)",62,30,0,3
"('s3855', 2)",88,8,0,1
"('s3855', 3)",0,3,0,0
"('s3878', 1)",96,1969,98,42
"('s3878', 2)",99,2710,71,41
"('s3881', 1)",36,15,0,0
"('s3881', 2)",0,2,0,0
"('s3881', 3)",0,1,0,0
"('s3881', 4)",0,0,0,0
"('s3894', 1)",67,6,80,5
"('s3894', 2)",0,2,0,4
"('s3894', 3)",0,2,0,4
"('s3894', 4)",0,3,0,4
"('s3895', 1)",0,1,0,1
"('s3895', 2)",0,2,0,0
"('s3895', 3)",0,1,0,0
"('s3900', 1)",80,92,21,29
"('s3900', 2)",76,29,0,0
"('s3900', 3)",90,13,0,0
"('s3900', 4)",80,5,0,0
"('s3908', 1)",84,2139,83,103
"('s3932', 1)",75,231,73,15
"('s3932', 2)",62,110,57,7
"('s3932', 3)",30,46,80,5
"('s3936', 1)",93,2495,33,45
"('s3936', 2)",94,771,100,6
"('s3942', 1)",88,173,93,15
"('s3945', 1)",74,88,50,10
"('s3945', 2)",78,26,0,1
"('s3947', 1)",94,48,76,17
"('s3947', 2)",92,51,75,8
"('s3947', 3)",80,32,0,4
"('s3947', 4)",70,10,0,3
"('s3952', 1)",65,227,61,18
"('s3952', 2)",48,115,0,4
"('s3953', 1)",65,99,33,6
"('s3953', 2)",67,17,0,1
"('s3963', 1)",79,3147,88,72
"('s3963', 2)",90,2545,91,33
"('s3963', 3)",91,2015,100,22
"('s3963', 4)",94,1487,96,25
"('s3963', 5)",92,1301,100,23
"('s3963', 6)",91,725,93,15
"('s3963', 7)",94,342,100,15
"('s3976', 1)",0,0,0,3
"('s3986', 1)",89,3303,100,67
"('s3986', 2)",91,1400,100,60
"('s4010', 1)",0,0,0,0
"('s4010', 2)",0,0,0,0
"('s4010', 3)",0,0,0,0
"('s4011', 1)",88,18,0,3
"('s4012', 1)",74,205,92,13
"('s4013', 1)",83,90,50,6
"('s4013', 2)",0,0,0,2
"('s4013', 3)",0,0,0,0
"('s4029', 1)",84,38,0,2
"('s4048', 1)",81,193,55,22
"('s4048', 2)",89,28,0,4
"('s4048', 3)",90,114,86,7
"('s4048', 4)",87,119,100,6
"('s4048', 5)",97,31,100,10
"('s4049', 1)",60,63,33,9
"('s4054', 1)",88,1904,46,28
"('s4082', 1)",0,0,0,0
"('s4084', 1)",0,0,0,2
"('s4084', 2)",0,0,0,0
"('s4084', 3)",0,0,0,0
"('s4085', 1)",0,0,0,1
"('s4089', 1)",88,32,80,5
"('s4089', 2)",91,23,0,1
"('s4089', 3)",86,22,67,6
"('s4104', 1)",60,42,0,3
"('s4105', 1)",0,4,57,7
"('s4105', 2)",0,2,0,1
"('s4110', 1)",95,4011,97,100
"('s4110', 2)",95,1530,99,68
"('s4157', 1)",0,2,0,0
"('s4161', 1)",0,5,0,4
"('s4161', 2)",0,0,0,0
"('s4161', 3)",0,0,0,0
"('s4161', 4)",0,0,0,0
"('s4161', 5)",0,0,,
"('s4161', 6)",0,0,0,1
"('s4174', 1)",0,0,0,0
"('s4174', 2)",0,0,0,1
"('s4182', 1)",0,0,0,0
"('s4229', 1)",0,0,0,1
"('s4234', 1)",0,0,0,0
"('s4241', 1)",0,0,0,2
"('s4241', 2)",0,0,0,0
"('s4244', 1)",0,2,0,2
"('s4247', 1)",0,0,0,0
"('s4253', 1)",76,200,88,8
"('s4253', 2)",77,26,0,0
"('s4253', 3)",44,9,0,0
"('s4259', 1)",43,9,52,27
"('s4289', 1)",79,47,0,1
"('s4310', 1)",88,25,0,1
"('s4318', 1)",90,10,0,1
"('s4318', 2)",0,3,0,0
"('s4323', 1)",78,9,0,1
"('s4341', 1)",77,131,81,31
"('s4341', 2)",64,11,0,1
"('s4341', 3)",83,6,0,2
"('s4370', 1)",0,0,0,0
"('s4371', 1)",92,567,100,28
"('s4372', 1)",92,567,100,28
"('s4372', 2)",0,0,100,6
"('s4378', 1)",0,2,0,3
"('s4384', 1)",64,11,100,5
"('s4387', 1)",69,63,95,21
"('s4387', 2)",83,28,0,3
"('s4387', 3)",89,9,100,5
"('s4387', 4)",62,8,100,5
"('s4388', 1)",0,1,0,0
"('s4390', 1)",67,7,0,1
"('s4390', 2)",0,3,0,2
"('s4391', 1)",0,3,0,2
"('s4391', 2)",0,2,0,0
"('s4391', 3)",0,0,0,0
"('s4392', 1)",0,1,0,0
"('s4402', 1)",95,2305,80,49
"('s4402', 2)",96,1140,92,26
"('s4402', 3)",94,1286,97,32
"('s4403', 1)",89,295,89,38
"('s4403', 2)",94,221,87,15
"('s4404', 1)",0,2,0,1
"('s4405', 1)",82,43,0,2
"('s4405', 2)",87,30,0,1
"('s4405', 3)",85,28,0,1
"('s4405', 4)",83,24,0,1
"('s4405', 5)",50,29,0,0
"('s4405', 9)",0,0,0,0
"('s4438', 1)",0,2,0,0
"('s4438', 2)",0,1,0,0
"('s4438', 3)",0,0,0,0
"('s4439', 1)",0,0,61,18
"('s4439', 2)",0,2,0,1
"('s4439', 3)",0,0,0,3
"('s4439', 4)",0,0,0,4
"('s4439', 5)",0,1,0,4
"('s4439', 6)",0,2,0,4
"('s4439', 7)",0,0,0,2
"('s4439', 8)",0,0,0,3
"('s4439', 9)",91,38,0,4
"('s4439', 10)",0,0,0,4
"('s4439', 11)",85,105,0,3
"('s4439', 12)",0,0,0,2
"('s4439', 13)",0,0,0,3
"('s4439', 14)",58,40,0,3
"('s4439', 15)",76,41,0,2
"('s4445', 1)",59,254,54,26
"('s4445', 2)",0,3,0,1
"('s4446', 1)",85,74,100,29
"('s4449', 1)",56,56,100,12
"('s4450', 1)",89,776,96,56
"('s4452', 1)",85,476,87,39
"('s4452', 2)",88,320,89,18
"('s4452', 3)",83,408,94,16
"('s4452', 4)",87,366,100,11
"('s4452', 5)",80,206,100,6
"('s4452', 6)",87,100,0,2
"('s4452', 7)",74,126,100,11
"('s4460', 1)",65,74,85,13
"('s4462', 1)",0,0,0,1
"('s4467', 1)",52,42,83,6
"('s4469', 1)",81,121,71,31
"('s4471', 1)",0,0,35,31
"('s4482', 1)",0,0,0,4
"('s4490', 1)",61,63,60,5
"('s4490', 2)",33,6,0,0
"('s4496', 1)",0,0,0,1
"('s4497', 1)",86,205,88,34
"('s4503', 1)",86,7,0,2
"('s4506', 1)",98,51,40,10
"('s4512', 1)",85,230,0,4
"('s4512', 2)",88,57,0,1
"('s4512', 3)",0,0,0,0
"('s4514', 1)",93,184,0,2
"('s4541', 1)",100,19,100,5
"('s4546', 1)",0,0,88,8
"('s4553', 1)",88,70,89,35
"('s4553', 2)",85,35,83,24
"('s4553', 3)",86,30,76,17
"('s4553', 4)",96,31,94,17
"('s4553', 5)",86,30,62,13
"('s4553', 6)",77,58,69,13
"('s4553', 7)",83,59,94,16
"('s4563', 1)",97,34,0,1
"('s4563', 2)",100,15,0,0
"('s4563', 3)",71,7,0,0
"('s4568', 1)",50,583,29,7
"('s4582', 1)",0,1,0,0
"('s4582', 2)",0,0,0,0
"('s4582', 3)",0,0,0,0
"('s4582', 4)",0,0,0,0
"('s4582', 5)",0,0,0,0
"('s4582', 6)",0,0,0,0
"('s4582', 7)",0,0,0,0
"('s4612', 1)",80,5,0,1
"('s4615', 1)",96,880,95,22
"('s4615', 2)",86,137,100,9
"('s4615', 3)",91,86,91,11
"('s4631', 1)",88,783,81,36
"('s4640', 1)",85,41,97,34
"('s4640', 2)",94,292,100,29
"('s4640', 3)",97,33,100,29
"('s4653', 1)",0,1,0,4
"('s4653', 2)",0,0,0,0
"('s4653', 3)",0,0,0,0
"('s4653', 4)",0,0,0,0
"('s4653', 5)",0,0,0,0
"('s4654', 1)",79,30,0,2
"('s4654', 2)",91,11,0,0
"('s4654', 3)",100,11,0,1
"('s4654', 4)",86,7,0,0
"('s4655', 1)",0,4,0,1
"('s4656', 1)",93,91,83,12
"('s4678', 1)",92,2065,95,56
"('s4678', 2)",92,1960,96,53
"('s4678', 3)",79,1276,95,64
"('s4678', 4)",87,1095,94,52
"('s4678', 5)",72,636,71,49
"('s4678', 6)",74,346,84,37
"('s4678', 7)",75,284,98,40
"('s4687', 1)",70,70,100,5
"('s4697', 1)",91,153,93,30
"('s4706', 1)",86,621,71,21
"('s4707', 1)",93,2653,91,52
"('s4707', 2)",92,1664,92,25
"('s4707', 3)",93,691,93,15
"('s4712', 1)",0,0,0,0
"('s4717', 1)",92,2403,70,69
"('s4717', 2)",90,1177,76,45
"('s4717', 3)",87,1190,98,47
"('s4725', 1)",0,0,86,7
"('s4732', 1)",74,72,17,6
"('s4745', 1)",0,0,0,0
"('s4751', 1)",77,35,100,8
"('s4761', 1)",90,10,0,0
"('s4761', 2)",75,8,0,2
"('s4761', 3)",0,1,0,2
"('s4764', 1)",60,219,40,5
"('s4764', 2)",54,54,0,0
"('s4766', 1)",57,73,0,4
"('s4767', 1)",96,383,0,3
"('s4772', 1)",97,38,0,0
"('s4780', 1)",70,579,68,37
"('s4780', 2)",95,580,96,23
"('s4780', 3)",97,561,100,23
"('s4780', 4)",97,515,100,20
"('s4780', 5)",95,497,96,24
"('s4780', 6)",95,673,96,23
"('s4780', 7)",92,607,89,27
"('s4794', 1)",76,153,100,15
"('s4794', 2)",87,15,0,3
"('s4794', 3)",83,18,0,1
"('s4794', 4)",88,17,0,0
"('s4794', 5)",89,9,0,0
"('s4794', 6)",0,0,0,0
"('s4803', 1)",0,1,0,1
"('s4807', 1)",96,1667,87,15
"('s4807', 2)",97,1194,100,7
"('s4807', 3)",94,841,100,7
"('s4807', 4)",96,768,93,28
"('s4807', 5)",88,543,85,27
"('s4822', 1)",90,1501,80,61
"('s4822', 2)",93,1155,100,21
"('s4822', 3)",87,605,93,15
"('s4823', 1)",0,3,0,0
"('s4823', 2)",0,1,0,0
"('s4823', 3)",0,1,0,0
"('s4823', 4)",0,1,0,0
"('s4823', 5)",0,3,0,4
"('s4830', 1)",71,66,0,2
"('s4832', 1)",74,474,63,38
"('s4832', 2)",76,397,100,11
"('s4832', 3)",81,556,100,11
"('s4832', 4)",81,573,100,12
"('s4832', 5)",78,556,100,14
"('s4833', 1)",57,7,0,0
"('s4861', 1)",75,56,0,4
"('s4865', 1)",0,4,0,2
"('s4865', 2)",0,1,0,0
"('s4865', 3)",0,0,0,0
"('s4876', 1)",97,309,100,28
"('s4911', 1)",0,1,0,1
"('s4911', 2)",0,2,0,0
"('s4911', 3)",0,0,0,0
"('s4913', 1)",76,137,90,10
"('s4913', 2)",84,70,100,7
"('s4913', 3)",90,61,88,8
"('s4913', 4)",87,96,100,6
"('s4913', 5)",88,66,100,8
"('s4913', 6)",75,36,0,4
"('s4913', 7)",68,22,0,4
"('s4913', 8)",79,17,88,8
"('s4915', 1)",86,613,96,81
"('s4915', 2)",90,176,97,39
"('s4928', 1)",0,0,0,0
"('s4928', 2)",0,0,0,0
"('s4960', 1)",41,79,40,5
"('s4966', 1)",79,48,89,27
"('s4974', 1)",0,2,0,1
"('s4974', 2)",0,0,0,0
"('s4981', 1)",0,3,24,25
"('s4981', 2)",81,22,29,7
"('s4981', 3)",84,21,0,1
"('s4981', 4)",79,15,0,3
"('s4981', 5)",77,14,0,3
"('s4981', 6)",81,18,100,5
"('s4998', 1)",0,0,0,0
"('s5022', 1)",0,0,0,1
"('s5028', 1)",65,953,80,60
"('s5028', 2)",40,128,60,5
"('s5028', 3)",37,86,0,3
"('s5034', 1)",91,293,68,19
"('s5034', 2)",94,223,0,3
"('s5034', 3)",91,154,80,5
"('s5034', 4)",85,73,0,1
"('s5035', 1)",66,38,91,11
"('s5038', 1)",0,0,77,22
"('s5038', 2)",0,0,0,1
"('s5038', 3)",0,0,0,0
"('s5038', 4)",0,0,0,0
"('s5038', 5)",0,0,0,0
"('s5041', 1)",76,17,0,3
"('s5067', 1)",81,113,67,9
"('s5075', 1)",74,280,82,28
"('s5083', 1)",0,0,68,40
"('s5092', 1)",0,1,0,0
"('s5102', 1)",78,17,83,6
"('s5103', 1)",68,597,62,91
"('s5118', 1)",80,115,0,8
"('s5118', 2)",83,24,0,0
"('s5121', 1)",58,59,17,6
"('s5125', 1)",86,51,40,5
"('s5129', 1)",60,125,0,3
"('s5133', 1)",93,395,88,32
"('s5133', 2)",96,285,95,22
"('s5133', 3)",93,276,100,20
"('s5133', 4)",90,286,100,20
"('s5147', 1)",85,434,58,52
"('s5147', 2)",83,312,100,7
"('s5147', 3)",88,135,100,5
"('s5147', 4)",86,75,0,4
"('s5165', 1)",83,6,0,0
"('s5165', 2)",0,4,0,0
"('s5165', 3)",0,4,0,0
"('s5165', 4)",0,4,0,0
"('s5165', 5)",0,4,0,0
"('s5165', 6)",0,3,0,0
"('s5166', 1)",62,140,75,20
"('s5170', 1)",0,0,0,3
"('s5170', 2)",0,0,0,1
"('s5174', 1)",100,47,0,0
"('s5174', 2)",0,0,0,0
"('s5174', 3)",93,15,0,0
"('s5174', 4)",100,12,0,0
"('s5174', 5)",0,0,0,0
"('s5180', 1)",89,194,81,36
"('s5185', 1)",40,5,0,1
"('s5202', 1)",0,1,0,2
"('s5202', 2)",38,8,0,0
"('s5209', 1)",94,33,100,6
"('s5216', 1)",88,146,90,20
"('s5216', 2)",95,82,86,7
"('s5216', 3)",93,60,100,7
"('s5216', 4)",91,27,0,3
"('s5216', 5)",89,22,100,5
"('s5217', 1)",90,135,0,1
"('s5223', 1)",96,30,0,0
"('s5223', 2)",92,12,0,0
"('s5223', 3)",93,15,0,0
"('s5223', 4)",93,15,0,0
"('s5223', 5)",0,0,0,1
"('s5227', 1)",79,1990,88,62
"('s5227', 2)",59,1060,88,15
"('s5227', 3)",44,762,84,6
"('s5227', 4)",49,358,84,63
"('s5239', 1)",100,6,0,2
"('s5240', 1)",0,0,0,0
"('s5240', 2)",0,0,0,0
"('s5263', 1)",53,17,0,0
"('s5263', 2)",43,7,0,0
"('s5263', 3)",62,8,0,1
"('s5276', 1)",0,0,0,0
"('s5284', 1)",0,0,0,0
"('s5284', 2)",0,0,0,0
"('s5287', 1)",65,299,55,20
"('s5287', 2)",68,34,0,4
"('s5288', 1)",67,72,86,7
"('s5288', 2)",55,11,0,0
"('s5292', 1)",58,17,70,27
"('s5292', 2)",75,11,0,4
"('s5292', 3)",88,12,100,5
"('s5292', 4)",60,6,100,5
"('s5292', 5)",67,15,100,5
"('s5292', 6)",80,14,0,4
"('s5292', 7)",78,12,0,2
"('s5292', 8)",83,8,100,5
"('s5302', 1)",0,0,0,1
"('s5308', 1)",0,5,100,6
"('s5308', 2)",0,3,0,0
"('s5308', 3)",0,0,0,1
"('s5313', 1)",0,2,0,0
"('s5316', 1)",87,1794,97,97
"('s5318', 1)",81,21,0,1
"('s5318', 2)",83,6,0,1
"('s5318', 3)",0,0,0,0
"('s5332', 1)",92,1760,92,26
"('s5332', 2)",73,176,60,5
"('s5340', 1)",76,465,71,24
"('s5355', 1)",69,36,100,13
"('s5371', 1)",98,59,0,1
"('s5381', 1)",88,40,78,73
"('s5381', 2)",95,447,89,19
"('s5381', 3)",97,33,100,18
"('s5413', 1)",93,21,36,14
"('s5420', 1)",90,10,0,4
"('s5424', 1)",80,5,0,3
"('s5425', 1)",81,269,87,31
"('s5425', 2)",89,149,95,21
"('s5425', 3)",84,238,95,22
"('s5425', 4)",81,226,95,21
"('s5425', 5)",76,126,95,20
"('s5425', 6)",62,118,95,19
"('s5425', 7)",42,104,91,23
"('s5427', 1)",0,0,0,1
"('s5427', 2)",0,0,0,0
"('s5432', 1)",89,803,65,26
"('s5432', 2)",95,315,100,6
"('s5432', 3)",95,261,0,4
"('s5432', 4)",96,228,100,13
"('s5432', 5)",94,260,100,17
"('s5432', 6)",93,334,100,40
"('s5436', 1)",0,1,0,0
"('s5437', 1)",73,11,0,0
"('s5437', 2)",100,10,0,1
"('s5442', 1)",68,580,52,42
"('s5442', 2)",77,347,92,12
"('s5442', 3)",36,149,40,5
"('s5460', 1)",56,9,100,10
"('s5460', 2)",0,0,0,0
"('s5485', 1)",93,56,100,9
"('s5486', 1)",67,21,43,7
"('s5487', 1)",44,137,33,33
"('s5488', 1)",0,0,0,0
"('s5490', 1)",58,24,0,2
"('s5490', 2)",57,7,0,1
"('s5490', 3)",0,3,80,10
"('s5494', 1)",91,3656,72,64
"('s5494', 2)",93,990,93,29
"('s5495', 1)",80,7,0,2
"('s5500', 1)",0,0,0,4
"('s5503', 1)",0,0,0,0
"('s5517', 1)",84,531,78,45
"('s5525', 1)",94,1590,91,78
"('s5525', 2)",0,0,98,52
"('s5526', 1)",68,28,100,5
"('s5534', 1)",0,0,0,0
"('s5546', 1)",89,9,0,1
"('s5546', 2)",100,5,0,0
"('s5547', 1)",0,0,0,3
"('s5552', 1)",0,0,0,3
"('s5563', 1)",98,2918,93,27
"('s5563', 2)",98,2576,94,34
"('s5563', 3)",95,3428,91,40
"('s5563', 4)",44,3334,54,28
"('s5573', 1)",79,319,47,17
"('s5573', 2)",80,118,0,4
"('s5573', 3)",75,110,0,2
"('s5585', 1)",96,27,0,3
"('s5589', 1)",95,23,0,3
"('s5589', 2)",100,16,0,4
"('s5598', 1)",72,52,50,6
"('s5598', 2)",83,34,0,4
"('s5599', 1)",0,0,80,5
"('s5603', 1)",0,4,0,1
"('s5604', 1)",0,0,0,0
"('s5604', 2)",0,0,0,0
"('s5612', 1)",0,1,0,0
"('s5612', 2)",0,0,0,0
"('s5620', 1)",96,32,93,15
"('s5622', 1)",0,2,75,8
"('s5623', 1)",0,0,0,0
"('s5626', 1)",89,257,0,2
"('s5636', 1)",0,3,0,2
"('s5638', 1)",90,10,0,2
"('s5641', 1)",0,2,100,6
"('s5641', 2)",0,2,0,0
"('s5641', 3)",0,2,0,0
"('s5641', 4)",0,1,0,0
"('s5641', 5)",0,3,0,0
"('s5641', 6)",0,3,0,0
"('s5643', 1)",0,3,0,2
"('s5647', 1)",60,15,0,0
"('s5649', 1)",75,8,0,0
"('s5649', 2)",67,7,0,0
"('s5649', 3)",71,7,0,0
"('s5657', 1)",86,25,0,1
"('s5657', 2)",100,10,0,0
"('s5657', 3)",90,13,0,0
"('s5659', 1)",82,22,,
"('s5661', 1)",62,236,80,5
"('s5661', 2)",76,25,60,5
"('s5661', 3)",0,0,0,1
"('s5681', 1)",77,13,57,7
"('s5689', 1)",80,5,55,11
"('s5693', 1)",0,4,0,0
"('s5693', 2)",0,3,0,0
"('s5693', 3)",0,3,0,0
"('s5693', 4)",0,6,0,0
"('s5704', 1)",80,46,0,2
"('s5704', 2)",88,9,0,3
"('s5704', 3)",75,8,0,0
"('s5704', 4)",0,3,0,0
"('s5706', 1)",0,0,0,3
"('s5712', 1)",55,114,0,2
"('s5718', 1)",0,4,88,8
"('s5718', 2)",0,3,0,0
"('s5720', 1)",100,21,0,0
"('s5720', 2)",100,18,0,0
"('s5726', 1)",100,7,100,10
"('s5730', 1)",91,153,38,8
"('s5732', 1)",0,3,0,2
"('s5734', 1)",75,2069,38,95
"('s5736', 1)",0,0,0,1
"('s5742', 1)",86,377,52,23
"('s5742', 2)",88,247,82,11
"('s5742', 3)",86,269,69,13
"('s5743', 1)",84,145,96,24
"('s5747', 1)",0,0,0,1
"('s5756', 1)",91,451,59,17
"('s5757', 1)",0,0,0,0
"('s5757', 2)",0,0,0,0
"('s5761', 1)",78,10,0,0
"('s5761', 2)",0,1,0,0
"('s5761', 3)",0,5,0,0
"('s5761', 4)",0,0,0,0
"('s5761', 5)",0,3,0,0
"('s5761', 6)",0,0,0,0
"('s5761', 7)",0,0,0,0
"('s5761', 8)",0,0,0,0
"('s5769', 1)",94,114,100,7
"('s5778', 1)",0,2,0,0
"('s5778', 2)",0,0,0,0
"('s5783', 1)",0,0,0,0
"('s5786', 1)",93,252,92,24
"('s5786', 2)",94,198,100,6
"('s5786', 3)",79,198,50,10
"('s5787', 1)",65,161,73,15
"('s5787', 2)",76,132,100,5
"('s5787', 3)",88,128,100,5
"('s5787', 4)",93,125,100,7
"('s5787', 5)",96,114,100,6
"('s5787', 6)",95,136,57,7
"('s5787', 7)",94,132,100,13
"('s5788', 1)",75,177,72,18
"('s5788', 2)",77,143,33,6
"('s5788', 3)",83,142,57,7
"('s5788', 4)",80,154,67,6
"('s5789', 1)",66,250,79,14
"('s5789', 2)",77,198,50,6
"('s5789', 3)",95,191,100,8
"('s5789', 4)",97,168,100,7
"('s5789', 5)",96,171,100,6
"('s5789', 6)",95,169,100,5
"('s5789', 7)",93,196,100,10
"('s5790', 1)",73,144,93,14
"('s5790', 2)",65,121,33,6
"('s5790', 3)",73,108,100,8
"('s5790', 4)",78,110,100,6
"('s5790', 5)",81,110,80,5
"('s5790', 6)",80,114,0,3
"('s5790', 7)",79,114,60,10
"('s5800', 1)",90,265,36,14
"('s5802', 1)",0,0,81,42
"('s5804', 1)",0,2,0,2
"('s5819', 1)",0,0,0,0
"('s5819', 2)",0,0,0,0
"('s5819', 3)",0,0,0,0
"('s5819', 4)",0,0,0,1
"('s5819', 5)",0,1,0,0
"('s5819', 6)",0,0,0,0
"('s5819', 7)",0,0,0,0
"('s5819', 8)",0,0,0,2
"('s5819', 9)",0,0,0,2
"('s5822', 1)",0,0,0,1
"('s5835', 1)",0,0,0,0
"('s5835', 2)",0,0,0,0
"('s5837', 1)",96,12282,97,90
"('s5837', 2)",90,6371,94,148
